order_id,customer_id,order_date,product_id,product_name,category,quantity,price,discount
1093,C090,2024-04-04,P103,Noise Headphones,Electronics,1,120,5
1186,C169,,P302,Dining Table,Home,4,450,0
1350,C009,2026-09-14,P402,Textbook,Books,5,45,0
1416,C107,2023-06-25,P104,Apple Watch,Electronics,2,350,5
1375,C130,2025-07-22,P304,Cookware Set,Home,1,120,30
1401,C051,2025-07-26,P104,Apple Watch,Electronics,2,350,10
1193,C096,09/11/2023,P404,Notebook,Books,1,5,20
1258,C199,2025-07-26,P102,Samsung Galaxy,Electronics,3,700,0
1233,C080,2024-01-05,P203,Jacket,Clothing,3,60,5
1340,C175,2024-02-25,P404,Notebook,Books,1,5,0
1292,C082,2024-05-10,P403,Magazine,Books,1,10,0
1196,C185,2023-04-16,P302,Dining Table,Home,5,450,30
1344,C018,31-31-2023,P102,Samsung Galaxy,Electronics,3,700,50
1138,C062,2026-12-24,P202,T-shirt,Clothing,3,20,0
1261,C168,2024-11-10,P301,Sofa,Home,1,500,20
1039,C105,2025-09-21,P404,Notebook,Books,2,5,5
1202,C024,2023-13-40,P203,Jacket,Clothing,4,60,10
1467,C127,2025-03-01,P104,Apple Watch,Electronics,2,350,30
1291,C082,2024-12-08,P401,Novel,Books,2,15,0
1449,C056,"May 29, 2025",P203,Jacket,Clothing,4,60,10
1190,C130,2026-05-24,P402,Textbook,Books,1,45,50
1252,C022,2025-12-08,P304,Cookware Set,Home,1,120,30
1113,C151,2025-12-10,P302,Dining Table,Home,1,450,10
1438,C077,2023-03-08,P403,Magazine,Books,3,10,20
1184,C033,2025-05-12,P104,Apple Watch,Electronics,1,350,30
1153,C114,2023-12-07,P302,Dining Table,Home,1,450,nil
1313,C123,2025-12-12,P401,Novel,Books,3,15,30
1326,C102,2025-10-11,P202,T-shirt,Clothing,3,20,0
1192,C117,2025-03-27,P402,Textbook,Books,1,45,10
1045,C064,2026-03-31,P102,Samsung Galaxy,Electronics,5,700,30
1445,C101,2025-09-29,P201,Jeans,Clothing,5,40,20
1276,C077,2023-11-19,P202,T-shirt,Clothing,3,20,5
1007,C012,2025-07-29,P104,Apple Watch,Electronics,4,350,nil
1251,C110,2023-01-04,P304,,Home,2,120,50
1312,C187,2023-05-08,P201,Jeans,Clothing,5,40,50
1076,C184,2026/11/27,P401,Novel,Books,4,15,50
1001,C164,17/08/2023,P101,iPhone 13,Electronics,3,800,0
1429,C099,05-16-2025,P202,T-shirt,Clothing,4,20,50
1392,C183,2023/05/31,P103,Noise Headphones,Electronics,3,120,50
1384,C146,08-31-2025,P301,Sofa,Home,1,500,10
1433,C126,09/12/2023,P103,Noise Headphones,Electronics,5,120,nil
1069,C104,2026-11-28,P302,Dining Table,Home,5,450,20
1168,C037,2024-04-07,P401,Novel,Books,5,15,0
1393,C040,2025-03-08,P303,Lamp,Home,3,35,0
1219,C161,2024-10-09,P201,Jeans,Clothing,4,40,nil
1043,C150,09-03-2025,P202,T-shirt,Clothing,1,20,5
1367,C195,2024-10-17,P203,Jacket,Clothing,3,60,0
1346,C097,2023-06-14,P201,Jeans,Clothing,3,40,20
1073,C044,11/09/2026,P103,Noise Headphones,Electronics,3,120,10
1024,C001,2026-05-11,P303,Lamp,Home,4,35,nil
1399,C127,2023-10-26,P103,Noise Headphones,Electronics,2,120,20
1186,C169,,P302,Dining Table,Home,4,450,0
1349,C089,2023-11-14,P301,Sofa,Home,2,500,0
1104,C146,2026-06-03,P401,Novel,Books,3,15,nil
1408,C105,2026-10-10,P404,Notebook,Books,2,5,50
1212,C030,2025-04-09,P101,iPhone 13,Electronics,3,800,20
1068,C160,2024-10-04,P104,Apple Watch,Electronics,3,350,10
1026,C022,2025-09-22,P103,Noise Headphones,Electronics,5,120,20
1197,C055,2023-11-13,P404,Notebook,Books,2,5,30
1176,C177,2025-01-28,P203,Jacket,Clothing,4,60,10
